Unnamed: 0,smiles,eib,bandgap_chain,bandgap_crystal
906,[*]COCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,2.161512947,4.6031,
925,[*]Oc1ccc(C(C)(C)c2ccc(Oc3ccc([*])nn3)cc2)cc1,2.444897044,3.9499,
927,[*]Oc1ccc(S(=O)(=O)c2ccc([*])cc2)cc1,2.757131028,4.3214,
962,[*]c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6ncc([*])nc6c5)cc4n3)cc2)cc1,1.734392328,3.3274,
963,[*]c1ccc(-c2cnc3cc(Oc4ccc5nc([*])cnc5c4)ccc3n2)cc1,1.579298303,3.2905,
964,[*]c1ccc(Oc2ccc(-c3cnc4cc5nc([*])cnc5cc4n3)cc2)cc1,1.011577661,2.5578,
972,[*]OC(F)(F)C(F)(F)C(F)(F)C([*])(F)F,3.517156839,8.8881,8.7307
981,[*]CC(O[*])C1CC(F)(F)C1(F)F,4.067513079,6.2217,
983,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccc(C)cc1,3.292059335,4.1632,
991,[*]CC(O)COc1ccc(O[*])cc1,3.751789887,4.733,
1006,[*]CC(O)COc1ccc(C(C)(C)c2ccc(O[*])c(Cl)c2)cc1Cl,3.89416862,4.2119,
1014,[*]CCOCCOCCOc1ccc(C=C(C)c2ccc(O[*])cc2)cc1,3.247375287,4.0233,
1016,[*]OC1CCCCC1[*],3.952830782,5.0758,
1022,[*]Oc1ccc(C(=O)OCCCCOC(=O)c2ccc([*])cc2)cc1,2.448031498,4.4175,
1038,[*]c1ccc(Oc2ccc(-c3nnc([*])o3)cc2)cc1,2.38078901,3.9755,
1041,[*]c1ccc(-c2nnc(-c3cccc(-c4nnc([*])o4)c3)o2)cc1,2.000282753,3.4063,
1044,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1,2.31229201,3.8335,
1054,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1cccc(C)c1,2.98378058,3.8434,
1057,[*]Oc1ccc(S(=O)(=O)c2ccc(-c3ccc(S(=O)(=O)c4ccc([*])cc4)cc3)cc2)cc1,2.513699963,3.7659,
1085,[*]CC1CC1CO[*],4.252164249,6.058,6.9566
1107,[*]CCOCCOCCOC(=O)C(=O)O[*],3.282997605,4.2233,
1118,[*]CC(CCl)(CCl)O[*],3.940489051,5.6681,
1120,[*]CCOC(=O)COCC(=O)O[*],3.484838519,6.0093,
1122,[*]CCOC(=O)c1ccc(O[*])c(Cl)c1,2.601010426,4.8461,
1123,[*]CCOC(=O)c1ccc(O[*])cc1Cl,2.381147921,4.6001,
1124,[*]CCOC(=O)c1ccc(O[*])c(C)c1,2.318391225,4.4733,
1125,[*]CCOC(=O)c1ccc(O[*])cc1C,2.437262024,4.462,
1126,[*]c1ccc(-c2nc3cc4nc([*])oc4cc3o2)cc1,1.666099655,2.6534,
1138,[*]CCOCCOC(=O)c1ccc(Cc2ccc(C(=O)O[*])cc2)cc1,2.212502685,4.2931,
1187,[*]OC(F)(F)COC(=O)c1cccc(C(=O)OCC([*])(F)F)c1,2.098093181,4.4051,
1189,[*]Oc1cccc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c2cccc([*])c2)c1,2.595176317,4.3066,
1190,[*]Oc1ccc(Oc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,1.915642031,3.2894,
1192,[*]ON(C(F)(F)C([*])(F)F)C(F)(F)C(F)(F)Br,3.36811004,6.1306,
1193,[*]ON(C(F)(F)F)C(F)(F)C([*])(F)F,2.890148592,6.7484,
1196,[*]c1ccc(-c2nc3cc(Oc4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,1.916615889,3.1583,
1200,[*]c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,1.549491258,3.0166,
1202,[*]c1ccc(Oc2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,1.60592086,3.1727,
1209,[*]c1ccc(Oc2ccc(-c3cnc4cc5ncc([*])nc5cc4n3)cc2)cc1,1.053707665,2.8104,
1211,[*]ON(C(F)(F)F)C(F)(Br)C([*])(F)F,2.282513442,5.8588,
1213,[*]ON(C(F)(F)F)C(F)(C([*])(F)F)C(F)(F)F,3.438041035,6.9062,7.0955
1218,[*]CC(CO[*])(COC=O)COC=O,3.845581902,6.3091,
1219,[*]c1ccc2oc([*])nc2c1,1.996233075,3.6359,
1232,[*]Oc1ccc(C(=O)c2cccc(C(=O)c3ccc([*])cc3)c2)cc1,1.871336879,3.9549,
1234,[*]CCCOCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,2.539925904,4.1008,
1239,[*]Oc1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc([*])cc3)cc2)cc1,2.176502885,3.2515,
1249,[*]c1ccc(Oc2ccc(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,1.981386501,3.2699,
1275,[*]C1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1([*])F,3.9655815,7.9372,7.8208
1276,[*]C1OC(C(F)(F)F)(C(F)(F)F)OC1([*])F,4.087165822,7.8893,8.0982
1356,[*]CCc1ccc([*])o1,3.86927811,4.9581,
1390,[*]c1cccc(-c2nc3ccc(-c4ccc5oc([*])nc5c4)cc3o2)c1,2.119534945,3.597,
1396,[*]Oc1cc(OC)c([*])cc1OC,3.695404747,4.1411,
1398,[*]c1ccc2nc3oc4cc5[nH]c6nc7ccc([*])cc7nc6oc5cc4[nH]c3nc2c1,2.000924151,2.6428,
1400,[*]CS[*],3.796910578,5.2585,4.8805
1401,[*]SC([*])(F)F,2.328388624,5.6458,5.4099
1402,[*]CCS[*],4.613083619,5.1955,
1406,[*]CC(S[*])C(C)(C)C,4.629611974,4.5517,
1407,[*]SC(C)C([*])C,4.555335138,4.9162,
1408,[*]CC(CC)S[*],4.680170866,4.6013,
1412,[*]CC(C)(C)CS[*],4.379910498,4.9455,
1414,[*]CCC(C)S[*],4.340967942,4.8724,
1415,[*]CC(C)(CC)CS[*],4.6085087,4.1338,
1433,[*]CCCCCCSCCCCS[*],4.045901053,4.9969,
1441,[*]OC(=O)CSCCSCC([*])=O,2.447790071,4.3646,
1468,[*]SC1CCCC([*])C1,3.978180478,5.0122,5.2199
1478,[*]Sc1ccc([*])cc1,2.832038396,3.6929,3.387
1480,[*]Cc1ccc(CSSSS[*])cc1,2.447794714,4.0998,3.591
1482,[*]OC(=O)CCSc1ccc(SCCC([*])=O)cc1,3.255633398,4.4389,
1496,[*]CCc1ccc(Cc2ccc(CCS[*])cc2)cc1,3.660169448,4.8714,4.3552
1497,[*]OC(=O)c1ccc(SCCCCSc2ccc(C([*])=O)cc2)cc1,2.554619495,3.643,
1505,[*]c1cccc(-c2nc3ccc(-c4ccc5nc([*])sc5c4)cc3s2)c1,1.939780431,3.3054,
1506,[*]CCc1nc(-c2ccc(-c3csc([*])n3)cc2)cs1,2.775995574,3.8121,
1507,[*]CCCCc1nc(-c2ccc(-c3csc([*])n3)cc2)cs1,2.61439821,3.7161,
1512,[*]C1C=CC([*])S1,3.953718794,4.904,
1518,[*]c1ccc2nc([*])sc2c1,1.340052174,2.5619,
1519,[*]c1ccc(-c2nc3cc4sc([*])nc4cc3s2)cc1,1.416029955,2.7344,
1522,[*]CCCCCCOC(=O)SSC(=O)O[*],3.552549443,5.0105,
1536,[*]CCCCOC(=O)SSSC(=O)O[*],2.295070973,3.6864,
1545,[*]Sc1c(C)cc([*])cc1C,2.821530956,3.8176,
1547,[*]Sc1cccc(Sc2ccc(Sc3ccc([*])cc3)cc2)c1,3.139721988,3.7476,
1552,[*]CCc1ccc([*])s1,3.628437285,4.8896,
1554,[*]C(OC)=C(OC)c1ccc([*])s1,2.231784509,2.5277,
1555,[*]C(=O)C(O)c1ccc([*])s1,2.083751595,3.56,
1559,[*]c1ccc2nc3[nH]c4cc5[nH]c6nc7ccc([*])cc7nc6sc5cc4sc3nc2c1,2.688594685,2.4457,
1560,[*]CCOC(=O)C(=O)O[*],3.214641725,6.0408,
1587,[*]CCCCOC(=O)c1ccc(C(=O)O[*])cc1,2.404158802,4.7739,
1588,[*]CCCCOC(=O)c1cccc(C(=O)O[*])c1,2.554265749,5.1042,
1593,[*]Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(=O)CCCCC([*])=O)c(Cl)c2)cc1Cl,3.284279898,5.1374,
1596,[*]Oc1ccc(Cc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,1.596841083,3.6094,
1609,[*]Oc1cccc(OC(=O)c2cccc(C([*])=O)c2)c1,2.043650118,4.2987,
1617,[*]CC(=O)O[*],3.358208819,7.085,
1644,[*]CCOC(=O)C=CC(=O)O[*],0.663739076,4.7397,
1647,[*]OC(C)COC(=O)C=C(CC([*])=O)c1cc(C)ccc1OC,2.904681297,3.9576,
1655,[*]CC(C)C(C)COC(=O)c1ccc(C(=O)O[*])cc1,1.670494282,4.7188,4.2335
1663,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCC(C)CC,1.330883976,3.3998,
1666,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C1CC2CCC1C2,2.665495941,3.6406,
1667,[*]Oc1ccc(-c2ccc(OC(=O)CCCCCC([*])=O)cc2)cc1,3.280135853,4.4404,
1673,[*]CCOC(=O)CSC(=O)Nc1ccc(Cc2ccc(NC(=O)SCC(=O)O[*])cc2)cc1,3.044482694,4.2361,
1678,[*]CCCCCOC(=O)c1cccc(C(=O)O[*])c1,3.600116003,5.0202,
1691,[*]OC(C)C([*])=O,2.948255212,5.8576,
1693,[*]OC(CCl)CC([*])=O,3.902104741,6.7664,
1695,[*]CC(C)(C)C(=O)O[*],3.972525032,6.7827,6.7185
1701,[*]OC(CC([*])=O)C(Cl)(Cl)Cl,3.148360984,5.4848,
1708,[*]OC(=C)CC([*])=O,3.689810016,5.9735,
1709,[*]OC(c1ccccc1)C(C)(C)C([*])=O,4.249461732,5.3988,
1710,[*]OC(c1ccc(Cl)cc1)C(C)(C)C([*])=O,3.572768981,4.9686,
1711,[*]OC(c1ccc(OC)cc1)C(C)(C)C([*])=O,3.943345419,4.5448,4.5832
1715,[*]Cc1ccc(-c2ccc(C(=O)O[*])cc2)cc1,2.191895483,4.0877,
1728,[*]CC1CC1COC(=O)c1cccc(C(=O)O[*])c1,2.367701426,5.001,4.4908
1786,[*]CCOC(=O)c1ccc(CCCCCCc2ccc(C(=O)O[*])cc2)cc1,2.97183893,4.9875,
1801,[*]Oc1ccc(CCCCCCc2ccc(OC(=O)CCC([*])=O)cc2)cc1,3.394276427,4.671,
1823,[*]OC(CC)(CC)C([*])=O,3.31281201,5.8573,
1824,[*]OC(C)(C)C([*])=O,3.112174036,5.6612,
1829,[*]Oc1ccc(CC([*])=O)cc1,2.712675435,4.7696,
1830,[*]CC(CCl)(CCl)C(=O)O[*],3.271970378,6.538,6.1969
1840,[*]SC(C)C([*])=O,3.796046311,4.1741,3.8079
1882,[*]Oc1cccc(OC(=O)C2CC2C([*])=O)c1,3.540264627,4.6652,
1893,[*]Oc1ccc(OC(=O)CCC([*])=O)cc1,3.104534008,4.576,
1896,[*]CCC(=O)Oc1ccc(OC(=O)CCN2CCN([*])C(C)C2)cc1,3.40796653,4.4609,
1897,[*]OC(C)COC(=O)C([*])=O,2.277898133,5.229,
1916,[*]CCCCOC(=O)C(=O)O[*],2.830428205,4.9405,
1918,[*]CCCCOC(=O)Cc1ccc(CC(=O)O[*])cc1,3.58919431,5.0863,
1933,[*]CC(C)(C)COC(=O)CCCCCCCC(=O)O[*],4.219886375,6.4954,
1942,[*]OC(C)CCOC(=O)c1cccc(C([*])=O)c1,2.138446754,4.3109,
1945,[*]CCCOC(=O)C(=O)O[*],2.578903213,5.5497,
1946,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],3.244690297,5.7194,
1948,[*]CCCOC(=O)Cc1ccc(CC(=O)O[*])cc1,3.101076139,5.1547,
1952,[*]CC(CCl)(CCl)COC(=O)CCC(=O)O[*],3.701114098,6.7655,
1963,[*]Cc1ccc(COC(=O)CCCC(=O)O[*])cc1,3.117049945,5.3266,
1971,[*]Cc1ccc(COC(=O)CCCCCC(=O)O[*])cc1,3.378242453,5.2477,
1974,[*]Cc1ccc(COC(=O)CCC(=O)O[*])cc1,3.539093512,5.3869,
1979,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCC([*])=O)cc2)cc1,3.78181613,5.0915,
1981,[*]Oc1cc(CCCC)cc(OC(=O)c2cccc(C([*])=O)c2)c1,2.0178162,4.1472,
1982,[*]CCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,1.746851381,3.7607,
1987,[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(-c2cccc(C(=O)O[*])c2)c1,3.085647088,3.9384,
1994,[*]Oc1cc(CCCCCC)cc(OC(=O)c2cccc(C([*])=O)c2)c1,2.34612855,4.0349,
1995,[*]Oc1ccc(-c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,1.855493408,3.6206,
2003,[*]OC1C(C)(C)C(OC(=O)c2ccc(C([*])=O)cc2)C1(C)C,2.071798105,4.6397,
2005,[*]CCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,2.115809257,3.8538,
2035,[*]Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C([*])=O)cc3)c(C)c2)cc1C,1.858574286,2.8953,
2046,[*]CCCCCCCCCCCCOC(=O)c1cccc(C(=O)O[*])c1,2.256334077,5.1284,
2056,[*]CCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],4.0990465,6.1194,
2057,[*]OC(C)COC(=O)CCCCS(=O)(=O)CCCCC([*])=O,3.547238098,6.5041,6.4017
2072,[*]OC(=C(C)C)C(C)(C)C([*])=O,3.963779634,5.1149,
2081,[*]Oc1ccc(OC(=O)C=Cc2ccc(C=CC([*])=O)cc2)cc1,1.143436462,3.0952,
2119,[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O[*],3.923080687,6.2242,
2120,[*]Oc1ccc(OC(=O)CCCCCCCCC([*])=O)cc1,3.845431134,5.4524,
2124,[*]Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,2.463522632,3.723,
2127,[*]OC(C)CCCCC([*])=O,3.400336737,6.4216,
2135,[*]CCC(=O)N[*],3.811059214,5.6299,
2181,[*]CC1CCC(CNC(=O)c2cc(C(=O)N[*])cc(C(C)(C)C)c2)CC1,3.784980581,4.7735,5.1615
2210,[*]CC1CC(CNC(=O)c2cccc(C(=O)N[*])c2)CC(C(C)(C)C)C1,2.643584448,4.9259,
2222,[*]CCCCCCCCNC(=O)Cc1ccc(CC(=O)N[*])cc1,2.715131798,5.0331,
2224,[*]CCCCCCNC(=O)CCP(=S)(CCC(=O)N[*])c1ccccc1,3.0279501,4.5816,
2225,[*]CCCCCCNC(=O)CCP(=O)(CCC(=O)N[*])c1ccccc1,3.496425411,5.0861,
2227,[*]NC1CC(C)(C)CC(C)(CNC(=O)CCCCC([*])=O)C1,4.389846905,5.5133,
2232,[*]Cc1ccc(CNC(=O)CCCCCCCCCCC(=O)N[*])cc1,3.220208221,5.2391,
2235,[*]Cc1ccc(CNC(=O)CCCCCCCCCCCCCC(=O)N[*])cc1,3.395185621,5.1486,
2239,[*]NC(C)(C)CC([*])=O,2.740231504,5.5437,
2240,[*]CCCC(C)(C)CNC(=O)CCCCC(=O)N[*],4.106910971,5.7663,
2241,[*]CCC(C)(C)CC(C)CNC(=O)CCCCC(=O)N[*],3.68730011,5.8392,
